STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,2979400.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Armenia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ABW,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,108735.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Aruba,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUS,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,2.4592588E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Australia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUT,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,8797566.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Austria,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,9854033.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Azerbaijan,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHS,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,390485.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Bahamas, The","Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,1501116.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Bahrain,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,2.1435446E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Niger,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,2.00254579E8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,1898657.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,North Macedonia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNP,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,49959.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Northern Mariana Islands,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,5276968.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Norway,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,4537396.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Oman,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,2.23273967E8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Pakistan,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PLW,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,17812.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Palau,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,4098707.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Panama,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,9178714.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Papua New Guinea,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,6338660.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Paraguay,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2017,3.1324637E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Peru,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,1993782.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Latvia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,6346990.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Lebanon,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LSO,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,2080089.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Lesotho,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBR,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,4564293.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Liberia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBY,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,6427252.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Libya,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIE,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,37248.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Liechtenstein,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTU,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,2937253.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Lithuania,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LUX,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,556319.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Luxembourg,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAC,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,621700.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Macao SAR, China","Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,2.4764348E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Madagascar,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,1.6621538E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Malawi,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MYS,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,3.0696137E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Malaysia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JPN,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,1.27445E8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Japan,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JOR,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,7991809.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Jordan,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KAZ,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,1.7556502E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Kazakhstan,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KEN,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,4.4986791E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Kenya,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KIR,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,113838.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Kiribati,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRK,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,2.5329451E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Korea, Dem. People's Rep.","Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KOR,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,5.0428893E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Korea, Rep.","Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,XKX,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,1818119.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Kosovo,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KWT,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,3507844.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Kuwait,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,5777150.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Kyrgyz Republic,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,6611385.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Lao PDR,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2013,2012647.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Latvia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,2.7160769E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Angola,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ATG,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,88765.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Antigua and Barbuda,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARG,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,4.3024071E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Argentina,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,3013800.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Armenia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ABW,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,106807.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Aruba,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUS,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,2.3475686E7,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Australia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUT,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,8546356.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Austria,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,9535079.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Azerbaijan,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHS,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,382298.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Bahamas, The","Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,1314562.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Bahrain,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,1.57964929E8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Bangladesh,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRB,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2014,278348.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Barbados,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2010,2.214613815E9,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2010,1.973602166E9,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2010,1.948643347E9,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2010,3.41002804E8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2010,8.90990371E8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_SP_POP_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2010,2.3010644E8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),"Population, total",Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
